,Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
369,1998,April,New York,Religious Facility,"Chicken, Curry",,Clostridium perfringens,,Suspected,12,0.0,0.0
370,1998,April,New York,Restaurant,Green Salad,,Shigella boydii; Shigella sonnei,,Confirmed; Confirmed,5,2.0,0.0
371,1998,April,New York,Restaurant,"Steak, Beef Tips; Seafood Newberg",,Clostridium perfringens,,Suspected,18,0.0,0.0
372,1998,April,New York,Restaurant,"Lettuce, Unspecified",,,,,16,0.0,0.0
373,1998,April,New York,Religious Facility,,,,,,12,,
374,1998,April,Ohio,Restaurant,,,,,,2,0.0,0.0
376,1998,April,Ohio,Restaurant,"Sandwich, Cheese",,,,,4,0.0,0.0
377,1998,April,Ohio,Restaurant,"Pizza, Unspecified",,,,,5,0.0,0.0
378,1998,April,Ohio,Restaurant,Rice,,Bacillus cereus,,Confirmed,2,0.0,0.0
379,1998,April,Ohio,Restaurant,,,,,,3,0.0,0.0
380,1998,April,Ohio,Restaurant,,,,,,4,1.0,0.0
382,1998,April,Ohio,Restaurant,"Chicken, Kung Pao",,,,,2,0.0,0.0
383,1998,April,Ohio,Restaurant,Shredded Chicken,,,,,4,,0.0
384,1998,April,Ohio,Restaurant,"Fried Rice, Unspecified",,,,,2,0.0,0.0
385,1998,April,Oregon,Restaurant,"Pork Fried Rice; Pork, Bbq",,,,,16,0.0,0.0
386,1998,April,Pennsylvania,Catering Service,,,,,,20,0.0,0.0
387,1998,April,Pennsylvania,Restaurant,,,Clostridium perfringens,,Confirmed,3,,
388,1998,April,Pennsylvania,,,,,,,5,0.0,0.0
389,1998,April,Pennsylvania,Restaurant,"Salad, Unspecified; Butter; Water",,,,,21,0.0,0.0
390,1998,April,Texas,Restaurant,,,Bacterium,,Suspected,18,,
391,1998,April,Texas,,"Beef, Brisket",,,,,15,,
392,1998,April,Texas,,,,,,,2,,
393,1998,April,Utah,Restaurant,"Fried Rice, Unspecified; Soup, Egg Drop; Egg Rolls",,Salmonella enterica,Enteritidis,Confirmed,22,2.0,0.0
394,1998,April,Virginia,,"Tuna, Unspecified",,Scombroid toxin,,Confirmed,6,,
396,1998,April,Virginia,Catering Service,"Pie, Unspecified",,Salmonella enterica,Heidelberg,Confirmed,9,,0.0
398,1998,April,Washington,Private Home/Residence,"Oysters, Unspecified",,Giardia intestinalis,,Confirmed,3,0.0,0.0
399,1998,April,Washington,Restaurant,,,,,,2,0.0,0.0
401,1998,April,Washington,Restaurant,,,,,,8,0.0,0.0
402,1998,April,Washington,,"Fish, Codfish",,,,,5,0.0,0.0
403,1998,April,Wisconsin,Restaurant,,,Norovirus genogroup I,,Confirmed,22,1.0,0.0
404,1998,April,Wisconsin,,,,,,,13,0.0,0.0
408,1998,May,California,,,,Salmonella enterica,Brandenburg,Confirmed,6,3.0,0.0
410,1998,May,California,,,,,,,6,0.0,0.0
411,1998,May,California,Private Home/Residence,,,,,,13,0.0,0.0
412,1998,May,California,Private Home/Residence,"Fish, Scrod",,Ciguatoxin,,Confirmed,8,0.0,0.0
413,1998,May,California,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,1.0,0.0
415,1998,May,California,Private Home/Residence,,,,,,10,0.0,0.0
416,1998,May,California,Catering Service,,,,,,16,0.0,0.0
417,1998,May,California,Private Home/Residence,,,,,,15,0.0,0.0
418,1998,May,California,Private Home/Residence,Fruit Salad,,,,,16,0.0,0.0
420,1998,May,California,Restaurant,"Oysters, Unspecified",,,,,5,0.0,0.0
421,1998,May,Colorado,Restaurant,"Sandwich, Unspecified; Pasta, Unspecified; Unspecified Fruit",,Virus,,Suspected,6,,
422,1998,May,Florida,Restaurant,,,Clostridium perfringens,,Suspected,2,0.0,0.0
423,1998,May,Florida,Restaurant,Blue Cheese Dressing,,,,,3,0.0,0.0
424,1998,May,Florida,Restaurant,"Pizza, Unspecified",,,,,3,0.0,0.0
425,1998,May,Florida,Restaurant,Multiple Foods,,Clostridium perfringens,,Suspected,5,,
426,1998,May,Florida,Restaurant,"Salad, Unspecified",,Salmonella enterica,,Suspected,3,0.0,0.0
427,1998,May,Florida,Restaurant,Green Salad,,Norovirus genogroup I,,Suspected,23,0.0,0.0
428,1998,May,Florida,Restaurant,"Shrimp, Unspecified",,,,,7,0.0,0.0
429,1998,May,Florida,Restaurant,"Fish, Dolphin",,,,,2,0.0,0.0
430,1998,May,Florida,Restaurant,"Shrimp, Unspecified",,,,,3,0.0,0.0
431,1998,May,Florida,Restaurant,"Dips, Unspecified",,,,,3,0.0,0.0
432,1998,May,Florida,Restaurant,"Chicken, Unspecified; Potato, Mashed",,,,,3,0.0,0.0
433,1998,May,Florida,Restaurant,"Fried Rice, Unspecified",,,,,2,0.0,0.0
434,1998,May,Florida,Restaurant,"Soda, Unspecified; Ground Beef, Hamburger; French Fries",,,,,2,0.0,0.0
435,1998,May,Florida,Restaurant,Chicken And Noodles,,,,,2,0.0,0.0
436,1998,May,Florida,Restaurant,"Ground Beef, Unspecified",,Staphylococcus aureus,,Suspected,2,0.0,0.0
437,1998,May,Florida,Restaurant,"Ethnic Style, Unspecified; Rice, Unspecified",,Bacillus cereus,,Suspected,2,0.0,0.0
438,1998,May,Florida,Restaurant,"Gravy, Beef",,Clostridium perfringens,,Suspected,2,0.0,0.0
439,1998,May,Florida,Restaurant,"Chicken, Unspecified",,,,,2,2.0,0.0
440,1998,May,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,2,2.0,2.0
441,1998,May,Florida,Restaurant,"Fried Rice, Unspecified; Chicken, Fried",,Bacillus cereus,,Suspected,7,0.0,0.0
442,1998,May,Florida,Restaurant,"Chicken, Unspecified; Caesar Salad",,Staphylococcus aureus,,Suspected,2,0.0,0.0
443,1998,May,Florida,Restaurant,"Chicken, Other",,,,,3,0.0,0.0
444,1998,May,Florida,Restaurant,"Sandwich, Chicken",,Staphylococcus aureus,,Suspected,3,0.0,0.0
445,1998,May,Florida,Restaurant,"Shrimp, Unspecified",,,,,2,0.0,0.0
446,1998,May,Florida,Restaurant,"Ground Beef, Cheeseburger; Pork, Bacon",,,,,2,0.0,0.0
447,1998,May,Florida,Restaurant,"Ground Beef, Hamburger",,,,,2,0.0,0.0
448,1998,May,Florida,Restaurant,"Tuna, Unspecified",,,,,2,0.0,0.0
449,1998,May,Florida,Restaurant,"Pizza, Meat",,,,,8,0.0,0.0
450,1998,May,Florida,,"Beef, Stew",,Clostridium perfringens,,Suspected,2,0.0,0.0
451,1998,May,Florida,Restaurant,"Beef, Bbq",,Staphylococcus aureus,,Suspected,2,0.0,0.0
452,1998,May,Florida,Restaurant,"Salad, Unspecified",,,,,3,1.0,0.0
453,1998,May,Florida,,"Fried Rice, Unspecified",,Bacillus cereus,,Confirmed,4,0.0,0.0
454,1998,May,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,6,4.0,0.0
455,1998,May,Florida,Restaurant,"Salad, Unspecified",,,,,18,0.0,0.0
456,1998,May,Florida,Restaurant,"Lobster, Unspecified; Shrimp, Unspecified",,Vibrio parahaemolyticus,,Confirmed,7,0.0,0.0
457,1998,May,Georgia,,,,Cyclospora cayatenensis,,Confirmed,17,,
459,1998,May,Hawaii,Private Home/Residence,"Fish, Goatfish (Weke), Unspecified",,Ciguatoxin,,Confirmed,2,0.0,0.0
460,1998,May,Hawaii,Restaurant,"Pork, Kalua Pig",,Staphylococcus aureus,,Confirmed,15,0.0,0.0
461,1998,May,Hawaii,Restaurant,Yellowfin Tuna,,Scombroid toxin,,Confirmed,2,0.0,0.0
462,1998,May,Illinois,Restaurant,,,,,,15,1.0,0.0
464,1998,May,Illinois,,,,Salmonella enterica,Infantis,Confirmed,25,5.0,0.0
465,1998,May,Illinois,Restaurant,"Lettuce-Based Salads Unspecified; Potato, Baked",,Norovirus genogroup I,,Confirmed,25,0.0,0.0
467,1998,May,Illinois,Restaurant,Lettuce-Based Salads Unspecified,,,,,13,0.0,0.0
468,1998,May,Indiana,Restaurant,,,Salmonella enterica,Braenderup,Confirmed,10,7.0,0.0
471,1998,May,Kansas,Restaurant,,,,,,4,0.0,0.0
472,1998,May,Kansas,Restaurant,,,,,,5,0.0,0.0
474,1998,May,Louisiana,Private Home/Residence,Shrimp Dishes Unspecified,Shellfish,"Escherichia coli, Enteropathogenic",,Confirmed,12,,
475,1998,May,Maine,Restaurant,,,,,,5,0.0,0.0
476,1998,May,Maine,Restaurant,,,,,,3,0.0,0.0
477,1998,May,Maryland,,"Sauces, Unspecified",,,,,2,,
478,1998,May,Maryland,Restaurant,Tuna Steak,Fin Fish,Scombroid toxin,,Confirmed,3,,
479,1998,May,Maryland,Restaurant,,,,,,4,,
480,1998,May,Maryland,Restaurant,"Pizza, Meat And Vegetable",,,,,3,,
481,1998,May,Maryland,Restaurant,Pasta Salad,,,,,11,,
482,1998,May,Maryland,Restaurant,"Ground Beef, Cheeseburger",,,,,2,,
483,1998,May,Maryland,Grocery Store,Fruit Salad,,,,,4,0.0,0.0
484,1998,May,Maryland,Restaurant,"Sandwich, Submarine",,,,,3,,
485,1998,May,Maryland,Restaurant,,,Salmonella enterica,Thompson,Confirmed,16,,
488,1998,May,Maryland,Restaurant,,,,,,5,,
489,1998,May,Michigan,,,,,,,6,,
490,1998,May,Michigan,,"Sandwich, Unspecified",,,,,2,,
491,1998,May,Michigan,Restaurant,"Ground Beef, Hamburger; Onion, Unspecified",,,,,2,,
492,1998,May,Michigan,,"Chicken, Unspecified; Shrimp, Unspecified; Salad, Unspecified",,,,,2,,
493,1998,May,Michigan,,"Sandwich, Turkey Club; Spinach, Unspecified",,,,,2,,
494,1998,May,Michigan,,,,,,,13,,
495,1998,May,Michigan,Restaurant,"Taco, Beef",,,,,3,,0.0
496,1998,May,Michigan,Restaurant,Chicken Salad,,,,,5,0.0,0.0
497,1998,May,Michigan,Restaurant,Chicken Salad,,,,,4,,0.0
498,1998,May,Michigan,Restaurant,,,,,,15,,
499,1998,May,Michigan,,"Chicken, Unspecified; Coleslaw",,,,,16,0.0,0.0
500,1998,May,Michigan,School/College/University,Unknown Food,,,,,15,0.0,0.0
501,1998,May,Minnesota,Restaurant,"Vietnamese, Unspecified",,,,,3,0.0,0.0
502,1998,May,Minnesota,Restaurant,"Sandwich, Ham",,,,,12,0.0,0.0
503,1998,May,Minnesota,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Confirmed,7,0.0,0.0
504,1998,May,Minnesota,Private Home/Residence,Multiple Foods,,,,,13,0.0,0.0
508,1998,May,Multistate,Restaurant,"Caesar Salad; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,4,0.0,0.0
512,1998,May,New York,School/College/University,,,,,,15,,
514,1998,May,New York,Prison/Jail,Other Food,,Chemical or toxin,,Suspected,21,,
515,1998,May,New York,Catering Service,Lettuce-Based Salads Unspecified,,,,,5,,0.0
516,1998,May,New York,Restaurant,,,,,,4,0.0,0.0
517,1998,May,Ohio,Restaurant,,,,,,2,0.0,0.0
519,1998,May,Ohio,,Ice Cream Bars,,,,,12,,0.0
520,1998,May,Oregon,Restaurant,,,,,,20,0.0,0.0
521,1998,May,Oregon,Restaurant,,,,,,9,0.0,0.0
522,1998,May,Pennsylvania,,,,Salmonella enterica,Typhimurium,Confirmed,3,0.0,0.0
523,1998,May,Pennsylvania,,,,,,,11,1.0,0.0
524,1998,May,South Dakota,Restaurant,"Gravy, Unspecified; Roast Beef, Unspecified; Hot Dog, Unspecified",,,,,10,0.0,0.0
526,1998,May,Texas,,,,,,,5,,
530,1998,May,Utah,Restaurant,,,Salmonella enterica,Typhimurium,Suspected,4,0.0,0.0
531,1998,May,Virginia,Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,8,,
532,1998,May,Virginia,Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,,
534,1998,May,Washington,Private Home/Residence,"Mango, Unspecified",,Salmonella enterica,Oranienburg,Confirmed,9,3.0,0.0
535,1998,May,Washington,Restaurant,,,,,,2,0.0,0.0
536,1998,May,Washington,Restaurant,,,,,,3,0.0,0.0
537,1998,May,Washington,Restaurant,"Sandwich, Unspecified",,,,,10,0.0,0.0
538,1998,May,Wisconsin,,,,Norovirus genogroup I,,Confirmed,15,0.0,0.0
539,1998,May,Wisconsin,School/College/University,Taco Or Nacho Salad,,Campylobacter jejuni,,Confirmed,16,0.0,0.0
540,1998,June,Alaska,Private Home/Residence,Unspecified Fish,,Clostridium botulinum,,Confirmed,3,3.0,0.0
541,1998,June,California,Restaurant,,,Salmonella enterica,Newport,Confirmed,16,1.0,0.0
542,1998,June,California,Restaurant,"Oysters, Unspecified",,Vibrio parahaemolyticus,,Confirmed,4,1.0,0.0
544,1998,June,California,,Alfalfa Sprouts,,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,8,2.0,0.0
546,1998,June,California,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,3,0.0,0.0
547,1998,June,California,Restaurant,,,,,,7,0.0,0.0
548,1998,June,California,Restaurant,"Pizza, Meat",,,,,11,0.0,0.0
549,1998,June,California,Restaurant,,,,,,8,0.0,0.0
550,1998,June,California,Restaurant,,,,,,17,1.0,0.0
551,1998,June,Colorado,Private Home/Residence,"Beef, Bbq",Beef,Clostridium perfringens,,Suspected,13,,
552,1998,June,Florida,Restaurant,Seafood; Coleslaw,,Staphylococcus aureus,,Suspected,4,,
553,1998,June,Florida,Restaurant,"Taco, Beef",,Salmonella enterica,Group B,Suspected,3,1.0,0.0
554,1998,June,Florida,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Suspected,2,0.0,0.0
555,1998,June,Florida,Restaurant,"Pork, Bbq",,,,,2,0.0,0.0
556,1998,June,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,3,0.0,0.0
557,1998,June,Florida,Restaurant,"Lasagna, Unspecified",,,,,2,0.0,0.0
558,1998,June,Florida,Restaurant,"Enchilada, Unspecified; Taco, Unspecified",,Clostridium perfringens,,Suspected,5,0.0,0.0
559,1998,June,Florida,Restaurant,Shrimp Creole,,Staphylococcus aureus,,Suspected,2,0.0,0.0
560,1998,June,Florida,Restaurant,"Chicken, Nuggets/Fingers",,,,,2,0.0,0.0
561,1998,June,Florida,Restaurant,"Pie, Unspecified; Mousse",,,,,6,0.0,0.0
562,1998,June,Florida,Restaurant,"Veal, Other",,,,,2,0.0,0.0
563,1998,June,Florida,Restaurant,"Rice, Unspecified; Chicken, Unspecified",,Bacillus cereus,,Suspected,8,1.0,0.0
564,1998,June,Florida,Restaurant,Multiple Foods,,,,,3,0.0,0.0
565,1998,June,Florida,,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus,,Suspected,4,0.0,0.0
566,1998,June,Florida,Restaurant,"Fish, Stuffed Flounder",,,,,2,0.0,0.0
567,1998,June,Florida,Restaurant,"Shrimp, Unspecified",,,,,2,0.0,0.0
568,1998,June,Florida,Restaurant,Salad Bar,,Norovirus genogroup I,,Suspected,11,0.0,0.0
569,1998,June,Florida,Restaurant,"Beef, Unspecified; Chicken, Unspecified; French Fries",,,,,2,0.0,0.0
570,1998,June,Florida,Restaurant,"Ethnic Style, Unspecified",,Staphylococcus aureus,,Suspected,2,0.0,0.0
571,1998,June,Florida,Restaurant,"French Toast, Unspecified",,,,,2,0.0,0.0
572,1998,June,Florida,Grocery Store,"Potato, Mashed",,Salmonella enterica,,Suspected,2,1.0,0.0
574,1998,June,Florida,Catering Service,"Unspecified Fruit; Cake, Brownie; Cookies, Unspecified",,Norovirus genogroup I,,Suspected,24,0.0,0.0
575,1998,June,Florida,Restaurant,Yellowfin Tuna,,Scombroid toxin,,Confirmed,2,0.0,0.0
576,1998,June,Florida,Restaurant,"Crab, Unspecified",,Vibrio parahaemolyticus,,Confirmed,11,0.0,0.0
577,1998,June,Georgia,Camp,,,,,,3,,
578,1998,June,Guam,Private Home/Residence,"Sausage, Other",,,,,3,,
579,1998,June,Hawaii,Private Home/Residence,"Fish, Akule",,Scombroid toxin,,Confirmed,2,0.0,0.0
580,1998,June,Hawaii,,,,,,,19,0.0,0.0
581,1998,June,Hawaii,Private Home/Residence,"Fish, Parrot",,Ciguatoxin,,Confirmed,3,0.0,0.0
583,1998,June,Illinois,Restaurant,"Lettuce, Unspecified",,,,,5,0.0,0.0
584,1998,June,Illinois,Private Home/Residence,,,,,,17,0.0,0.0
587,1998,June,Kansas,Restaurant,,,,,,3,1.0,
588,1998,June,Kansas,Restaurant,,,Campylobacter jejuni,,Confirmed,6,0.0,0.0
589,1998,June,Kansas,Restaurant,,,,,,24,0.0,0.0
591,1998,June,Maine,Restaurant,,,,,,3,,
592,1998,June,Maryland,Private Home/Residence,"Ground Beef, Hamburger",,,,,4,,
593,1998,June,Maryland,Private Home/Residence; Grocery Store,,,,,,5,,
594,1998,June,Maryland,Private Home/Residence,"Sausage, Unspecified; Crab, Unspecified; Cookies, Unspecified",,Salmonella enterica,Cubana,Confirmed,14,,
595,1998,June,Maryland,Restaurant,,,,,,3,,
596,1998,June,Maryland,Restaurant,,,,,,11,0.0,0.0
597,1998,June,Maryland,Restaurant,Crab Soup,,,,,7,,
598,1998,June,Maryland,Restaurant,,,,,,3,0.0,0.0
599,1998,June,Maryland,Restaurant,Lettuce-Based Salads Unspecified,,,,,9,,
600,1998,June,Maryland,Restaurant,,,,,,2,0.0,0.0
601,1998,June,Maryland,Restaurant,"Cake, Unspecified",,Norovirus genogroup I,,Suspected,7,0.0,0.0
602,1998,June,Maryland,Restaurant,French Fries,,,,,4,0.0,0.0
603,1998,June,Maryland,Restaurant,"Eggs, Unspecified; Ham, Unspecified; Cheese, Unspecified; Potato, Unspecified",,,,,4,0.0,0.0
604,1998,June,Maryland,Private Home/Residence,"Bread, Indian",,,,,4,0.0,0.0
605,1998,June,Massachusetts,Restaurant,,,Salmonella enterica,Hartford,Confirmed,15,,
606,1998,June,Massachusetts,,,,Salmonella enterica,Enteritidis,Confirmed,5,,
607,1998,June,Michigan,,"Eggs, Unspecified; Bread, Unspecified; Pork, Bacon",,,,,2,,
608,1998,June,Michigan,Restaurant,"Pizza, Unspecified",,,,,6,,
609,1998,June,Michigan,,"Pork, Other",,,,,5,,
610,1998,June,Michigan,Restaurant,"Ground Beef, Hamburger; French Fries",,,,,4,,
611,1998,June,Michigan,Restaurant,"Rice, White",,,,,7,,
612,1998,June,Michigan,Restaurant,"Chicken, Nuggets/Fingers",,,,,2,,
613,1998,June,Michigan,,"Salad, Unspecified",,,,,3,,
614,1998,June,Michigan,Restaurant,,,Hepatitis A,,Confirmed,3,3.0,0.0
615,1998,June,Minnesota,Restaurant,,,Salmonella enterica,Heidelberg,Confirmed,9,0.0,0.0
616,1998,June,Minnesota,Restaurant; Catering Service,"Sandwich, Ham",,Norovirus genogroup I,,Confirmed,22,0.0,0.0
617,1998,June,Minnesota,Catering Service,"Sandwich, Ham",,,,,20,0.0,0.0
618,1998,June,Minnesota,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Confirmed,7,0.0,0.0
619,1998,June,Minnesota,Restaurant,"Sandwich, Ham; Sandwich, Turkey",,,,,14,0.0,0.0
621,1998,June,Minnesota,Catering Service,"Cucumber, Unspecified",,,,,10,0.0,0.0
622,1998,June,Missouri,Restaurant,Mixed Fruit,,,,,4,4.0,0.0
623,1998,June,Missouri,Restaurant,"Taco, Beef",,,,,8,0.0,0.0
624,1998,June,Montana,,,,,,,11,,
626,1998,June,New Jersey,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Enteritidis,Confirmed,19,,2.0
627,1998,June,New Jersey,Private Home/Residence,Unspecified Vegetables,,,,,18,0.0,0.0
628,1998,June,New Jersey,Catering Service,,,,,,8,0.0,0.0
629,1998,June,New York,Private Home/Residence,,,,,,4,,
631,1998,June,New York,,Guinea Pig,,Salmonella enterica,Typhimurium,Confirmed,5,,
633,1998,June,New York,Restaurant,Tuna Burger,,Scombroid toxin,,Confirmed,2,1.0,0.0
635,1998,June,New York,Camp,,,,,,10,,
636,1998,June,New York,Catering Service,"Gravy, Unspecified; Chicken, Roasted",,,,,20,1.0,0.0
637,1998,June,New York,Restaurant,,,,,,16,1.0,0.0
638,1998,June,New York,Private Home/Residence,"Chicken, Unspecified",Chicken,Salmonella enterica,Typhimurium,Confirmed,4,3.0,0.0
639,1998,June,North Carolina,Restaurant,"Shrimp, Unspecified",,Vibrio parahaemolyticus,,Confirmed,17,0.0,0.0
641,1998,June,Ohio,Restaurant,"Refried Beans, Unspecified",,,,,5,0.0,0.0
642,1998,June,Ohio,,,,Salmonella enterica,Oranienburg,Confirmed,22,3.0,1.0
643,1998,June,Ohio,Restaurant,,,Salmonella enterica,Javiana,Confirmed,15,0.0,0.0
644,1998,June,Ohio,,,,,,,6,,
645,1998,June,Ohio,Restaurant,,,,,,2,,0.0
647,1998,June,Ohio,Restaurant,,,,,,2,0.0,0.0
648,1998,June,Ohio,Restaurant,,,,,,6,0.0,0.0
652,1998,June,Ohio,,"Chicken, Buffalo Wings; Sandwich, Hoagie",,,,,19,,
653,1998,June,Ohio,,,,,,,7,0.0,0.0
654,1998,June,Oklahoma,Restaurant,"Oysters, Unspecified",Oysters,Vibrio parahaemolyticus,,Confirmed,8,1.0,0.0
655,1998,June,Pennsylvania,Private Home/Residence,"Ice Cream, Unspecified; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,6,1.0,0.0
656,1998,June,Pennsylvania,Private Home/Residence,,,,,,12,0.0,0.0
657,1998,June,Pennsylvania,Private Home/Residence,,,,,,10,0.0,0.0
658,1998,June,Texas,,"Hot Dog, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,23,,
659,1998,June,Texas,,,,Salmonella enterica,Typhimurium,Confirmed,20,,
660,1998,June,Texas,Restaurant,,,,,,2,,
661,1998,June,Texas,,,,,,,2,,
662,1998,June,Washington,Restaurant,"Chicken, Unspecified",,,,,2,,
663,1998,June,Washington,Restaurant,,,,,,2,0.0,0.0
664,1998,June,Washington,Restaurant,,,,,,3,0.0,0.0
666,1998,June,Wisconsin,Restaurant,"Pizza, Meat",,,,,7,0.0,0.0
670,1998,July,California,Prison/Jail,"Chicken, Unspecified; Mixed Vegetables, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,4,,
671,1998,July,California,Restaurant,,,,,,20,,
672,1998,July,California,,,,,,,12,0.0,0.0
675,1998,July,California,Restaurant,,,,,,9,0.0,0.0
676,1998,July,California,Restaurant,"Ground Beef, Hamburger",,Salmonella enterica,Enteritidis,Confirmed,6,2.0,0.0
677,1998,July,California,Restaurant,,,,,,7,0.0,0.0
678,1998,July,Colorado,Nursing Home/Assisted Living Facility,"Pasta, Unspecified",,Virus,,Suspected,13,,
680,1998,July,Colorado,Restaurant,,,Shigella boydii,,Confirmed,10,3.0,0.0
681,1998,July,Colorado,Restaurant,"Peppers, Chili",,Clostridium perfringens,,Suspected,10,,0.0
682,1998,July,Colorado,Restaurant; Private Home/Residence,"Tomatilla; Salsa, Unspecified",,Salmonella enterica,Javiana,Confirmed,17,,
683,1998,July,Colorado,Restaurant,"Burrito, Bean",,Clostridium perfringens,,Suspected,7,0.0,0.0
684,1998,July,Colorado,Restaurant,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus,,Confirmed,5,,
685,1998,July,Colorado,Restaurant,Other Food,,Salmonella enterica,Montevideo,Confirmed,12,,0.0
686,1998,July,Colorado,Catering Service,,,Virus,,Suspected,25,,
688,1998,July,Connecticut,Restaurant,"Mousse; Salad Dressing, Unspecified",,,,,11,0.0,0.0
689,1998,July,Florida,Restaurant,"Fish, Grouper, Unspecified",,Ciguatoxin,,Suspected,10,,
690,1998,July,Florida,Restaurant,"Banana, Unspecified; Ice Cream, Unspecified",,,,,2,0.0,0.0
691,1998,July,Florida,,"Lasagna, Unspecified",,Salmonella enterica,Group B,Confirmed,8,0.0,0.0
692,1998,July,Florida,Restaurant,"Fish, Dolphin",Fin Fish,Scombroid toxin,,Suspected,2,0.0,0.0
693,1998,July,Florida,Restaurant,"Chicken, Unspecified",,Salmonella enterica,Group E1,Confirmed,2,1.0,0.0
694,1998,July,Florida,Restaurant,"Pizza, Unspecified",,,,,3,0.0,0.0
695,1998,July,Florida,Restaurant,Coleslaw,,,,,3,0.0,0.0
696,1998,July,Florida,Restaurant,"Pudding, Rice",,,,,5,1.0,0.0
697,1998,July,Florida,Restaurant,Tuna Steak,,Scombroid toxin,,Suspected,5,0.0,0.0
